path,role,action,reason,size,ext,module,imported_by
CHANGE_MANIFEST_v0.5.0_drop4e29_studio_reload_public_rules_log_export.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1839,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e30_public_rule_source_popup.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,975,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e31_studio_browser_self_refresh.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1361,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e32_studio_beta_ui.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1476,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e33_athena_studio_tile_ui.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1543,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e34_athena_studio_compact_tile_ui.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,758,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e35_pif_build004_studio_toolbar.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1799,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e38_pif_guardrail_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,936,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e39_team_reasoning_engine.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1060,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e41_studio_polish_repository_health.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,793,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e42_epic4_acceptance_suite.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1141,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e4_scout_runtime_ui_shell.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1588,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e6_scout_js_binding_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,695,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e7_scout_runtime_rescue.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,452,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e8_scout_startup_repair.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,903,.md,,
CHANGE_MANIFEST_v0.5.0_drop4e9_fantrax_connection_and_version_fix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,821,.md,,
CHANGE_MANIFEST_v0.5.1.0.0_event_intelligence_foundation.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1745,.md,,
CHANGE_MANIFEST_v0.5.1.0.1_version_compatibility_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,964,.md,,
CHANGE_MANIFEST_v0.5.1.1.0_event_registry_source_intelligence.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,2164,.md,,
CHANGE_MANIFEST_v0.5.1.1.1_studio_toolbar_doctor_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,699,.md,,
CHANGE_MANIFEST_v0.5.1.1.2_validation_aggregator_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,787,.md,,
CHANGE_MANIFEST_v0.5.1.1.3_event_intelligence_validator_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,581,.md,,
CHANGE_MANIFEST_v0.5.1.2.0_event_discovery_feed_registry.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1272,.md,,
CHANGE_MANIFEST_v0.5.1.3.0_event_acquisition_engine.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1988,.md,,
CHANGE_MANIFEST_v0.5.1.4.0_official_nhl_feed_connectors.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,2444,.md,,
CHANGE_MANIFEST_v0.5.1.5.0_multisource_evidence_fusion.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,714,.md,,
CHANGE_MANIFEST_v0.5.2.0.0_engine_namespace_foundation.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,958,.md,,
CHANGE_MANIFEST_v0.5.2.1.0_live_event_reasoning.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1625,.md,,
CHANGE_MANIFEST_v0.5.2.1.1_event_intelligence_validation_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1014,.md,,
CHANGE_MANIFEST_v0.5.2.2.0_cross_domain_event_impact.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1313,.md,,
CHANGE_MANIFEST_v0.5.2.2.1_cross_domain_event_impact_import_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,573,.md,,
CHANGE_MANIFEST_v0.5.2.3.0_event_timeline_intelligence.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1136,.md,,
CHANGE_MANIFEST_v0.5.2.4.0_event_confidence_source_corroboration.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,987,.md,,
CHANGE_MANIFEST_v0.5.2.5.0_event_summarization_engine.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,984,.md,,
CHANGE_MANIFEST_v0.5.3.0.0_multi_sport_event_framework.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,272,.md,,
CHANGE_MANIFEST_v0.5.3.1.0_official_multi_sport_provider_connectors.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1023,.md,,
CHANGE_MANIFEST_v0.5.3.1.1_event_registry_export_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,694,.md,,
CHANGE_MANIFEST_v0.5.3.1.2_event_registry_compatibility_repair.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,519,.md,,
CHANGE_MANIFEST_v0.5.3.1.3_event_registry_normalizer_and_studio_scrollbar_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,628,.md,,
CHANGE_MANIFEST_v0.5.3.1.4_knowledge_events_compatibility_completion.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,2267,.md,,
CHANGE_MANIFEST_v0.5.3.2.0_unified_identity_cross_sport_graph.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1266,.md,,
CHANGE_MANIFEST_v0.5.3.3.0_multi_sport_scout_routing_intelligence_ux.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1209,.md,,
CHANGE_MANIFEST_v0.5.4.0.0_athena_studio_operations_console.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1717,.md,,
CHANGE_MANIFEST_v0.5.5.1.0_explainable_intelligence_pipeline.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1373,.md,,
CHANGE_MANIFEST_v0.5.5.2.0_cross_sport_reasoning_engine.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1656,.md,,
CHANGE_MANIFEST_v0.5.5.3.0_live_event_source_integration.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1947,.md,,
CHANGE_MANIFEST_v0.5.5.4.0_live_intelligence_consumption_engine.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,298,.md,,
CHANGE_MANIFEST_v0.5.5.5.0_runtime_orchestration_observability.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,960,.md,,
CHANGE_MANIFEST_v0.5.5.5.10_scout_composition_depth_fix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1881,.md,,
CHANGE_MANIFEST_v0.5.5.5.13_aligned_cleanup.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,268,.md,,
CHANGE_MANIFEST_v0.5.5.5.14_acceptance_repository_cleanup.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1798,.md,,
CHANGE_MANIFEST_v0.5.5.5.15_diagnostics_log_export_restoration.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1282,.md,,
CHANGE_MANIFEST_v0.5.5.5.16_live_event_filtering_and_analytical_routing.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1745,.md,,
CHANGE_MANIFEST_v0.5.5.5.17_public_gap_language_and_targeted_analysis.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1508,.md,,
CHANGE_MANIFEST_v0.5.5.5.18_scout_route_map_targeted_routing.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,935,.md,,
CHANGE_MANIFEST_v0.5.5.5.19_evidence_path_audit.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,843,.md,,
CHANGE_MANIFEST_v0.5.5.5.20_evidence_traceability_audit.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,899,.md,,
CHANGE_MANIFEST_v0.5.5.5.21_file_usefulness_inventory.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1051,.md,,
CHANGE_MANIFEST_v0.5.5.5.2_studio_log_visibility_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,779,.md,,
CHANGE_MANIFEST_v0.5.5.5.7_response_composition_visibility.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1212,.md,,
CHANGE_MANIFEST_v0.5.5.5.8_acceptance_display_and_analysis_hotfix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1029,.md,,
CHANGE_MANIFEST_v0.5.5.5.9_scout_composition_root_fix.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,2143,.md,,
README.txt,DOC,ARCHIVE_CANDIDATE,Legacy/top-level README variant; useful history but noisy active surface.,61,.txt,,
README_4E2_FINISH.md,DOC,ARCHIVE_CANDIDATE,Legacy/top-level README variant; useful history but noisy active surface.,524,.md,,
README_SCOUT_BUILD_001.md,DOC,ARCHIVE_CANDIDATE,Legacy/top-level README variant; useful history but noisy active surface.,548,.md,,
README_SCOUT_BUILD_001_HOTFIX.md,DOC,ARCHIVE_CANDIDATE,Legacy/top-level README variant; useful history but noisy active surface.,346,.md,,
README_SCOUT_BUILD_002.md,DOC,ARCHIVE_CANDIDATE,Legacy/top-level README variant; useful history but noisy active surface.,216,.md,,
README_SCOUT_BUILD_003.md,DOC,ARCHIVE_CANDIDATE,Legacy/top-level README variant; useful history but noisy active surface.,529,.md,,
README_SCOUT_BUILD_004.md,DOC,ARCHIVE_CANDIDATE,Legacy/top-level README variant; useful history but noisy active surface.,417,.md,,
README_SCOUT_LAUNCHER_STABILIZATION.md,DOC,ARCHIVE_CANDIDATE,Legacy/top-level README variant; useful history but noisy active surface.,556,.md,,
README_SCOUT_RUNTIME_CONTROL.md,DOC,ARCHIVE_CANDIDATE,Legacy/top-level README variant; useful history but noisy active surface.,584,.md,,
README_SCOUT_UI_ACTION_REPAIR.md,DOC,ARCHIVE_CANDIDATE,Legacy/top-level README variant; useful history but noisy active surface.,587,.md,,
README_STABILIZATION_UI_CREDENTIALS.md,DOC,ARCHIVE_CANDIDATE,Legacy/top-level README variant; useful history but noisy active surface.,700,.md,,
docs/CHANGE_MANIFEST_v0.5.0_drop4e38_renderer_cleanup.md,DOC,ARCHIVE_CANDIDATE,Historical change manifest at repository root; useful history but noisy active surface.,1983,.md,,
Knowledge/Historical/registration.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",2675,.py,Knowledge.Historical.registration,0
Knowledge/Intelligence/Entities/disambiguation.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",849,.py,Knowledge.Intelligence.Entities.disambiguation,0
Knowledge/asset_registry.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",18,.py,Knowledge.asset_registry,0
Knowledge/comparison_engine.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",5841,.py,Knowledge.comparison_engine,0
Knowledge/decision_engine.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",18,.py,Knowledge.decision_engine,0
Knowledge/knowledge_readiness.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",13694,.py,Knowledge.knowledge_readiness,0
Knowledge/league_market.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",18,.py,Knowledge.league_market,0
Knowledge/league_profile.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",22065,.py,Knowledge.league_profile,0
Knowledge/league_settings.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",18,.py,Knowledge.league_settings,0
Knowledge/league_strategy.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",18,.py,Knowledge.league_strategy,0
Knowledge/player_bio.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",10492,.py,Knowledge.player_bio,0
Knowledge/player_contracts.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",7887,.py,Knowledge.player_contracts,0
Knowledge/player_identity_resolver.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",13525,.py,Knowledge.player_identity_resolver,0
Knowledge/player_production.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",20059,.py,Knowledge.player_production,0
Knowledge/player_profile.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",15129,.py,Knowledge.player_profile,0
Knowledge/player_status.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",6645,.py,Knowledge.player_status,0
Knowledge/team_direction.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",18,.py,Knowledge.team_direction,0
Knowledge/team_profile.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",15554,.py,Knowledge.team_profile,0
Knowledge/transaction_history.py,KNOWLEDGE,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",8850,.py,Knowledge.transaction_history,0
Providers/ESPN/__init__.py,PROVIDER,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",18,.py,Providers.ESPN,0
Providers/ESPN/build/__init__.py,PROVIDER,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",18,.py,Providers.ESPN.build,0
Providers/ESPN/fetch/__init__.py,PROVIDER,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",18,.py,Providers.ESPN.fetch,0
Providers/Fantrax/build/draft_pick_master.py,PROVIDER,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",9334,.py,Providers.Fantrax.build.draft_pick_master,0
Providers/Fantrax/build/league_settings.py,PROVIDER,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",8850,.py,Providers.Fantrax.build.league_settings,0
Providers/Fantrax/build/player_master.py,PROVIDER,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",4443,.py,Providers.Fantrax.build.player_master,0
Providers/Fantrax/build/transaction_master.py,PROVIDER,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",17168,.py,Providers.Fantrax.build.transaction_master,0
Providers/NHL/build/__init__.py,PROVIDER,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",18,.py,Providers.NHL.build,0
Providers/NHL/fetch/__init__.py,PROVIDER,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",25,.py,Providers.NHL.fetch,0
Providers/NHL/fetch/fetch_player_landing.py,PROVIDER,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",3488,.py,Providers.NHL.fetch.fetch_player_landing,0
Providers/NHL/fetch/fetch_skater_summary.py,PROVIDER,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",2071,.py,Providers.NHL.fetch.fetch_skater_summary,0
Providers/Yahoo/__init__.py,PROVIDER,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",18,.py,Providers.Yahoo,0
Providers/Yahoo/build/__init__.py,PROVIDER,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",18,.py,Providers.Yahoo.build,0
Providers/Yahoo/fetch/__init__.py,PROVIDER,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",18,.py,Providers.Yahoo.fetch,0
Reasoning/assessment_builder.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",306,.py,Reasoning.assessment_builder,0
Reasoning/bridges/contract_bridge.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",149,.py,Reasoning.bridges.contract_bridge,0
Reasoning/bridges/explainability_bridge.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",161,.py,Reasoning.bridges.explainability_bridge,0
Reasoning/bridges/graph_bridge.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",143,.py,Reasoning.bridges.graph_bridge,0
Reasoning/bridges/historical_bridge.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",153,.py,Reasoning.bridges.historical_bridge,0
Reasoning/bridges/knowledge_pack_bridge.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",160,.py,Reasoning.bridges.knowledge_pack_bridge,0
Reasoning/bridges/rule_bridge.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",141,.py,Reasoning.bridges.rule_bridge,0
Reasoning/bridges/temporal_bridge.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",149,.py,Reasoning.bridges.temporal_bridge,0
Reasoning/composition/build002_patch.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",1702,.py,Reasoning.composition.build002_patch,0
Reasoning/composition/build003_patch.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",667,.py,Reasoning.composition.build003_patch,0
Reasoning/composition/build004_patch.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",3336,.py,Reasoning.composition.build004_patch,0
Reasoning/evidence/evidence_collector.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",132,.py,Reasoning.evidence.evidence_collector,0
Reasoning/evidence/evidence_provider.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",161,.py,Reasoning.evidence.evidence_provider,0
Reasoning/evidence/evidence_weighting.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",206,.py,Reasoning.evidence.evidence_weighting,0
Reasoning/models/assessment.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",486,.py,Reasoning.models.assessment,0
Reasoning/models/historical_value.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",189,.py,Reasoning.models.historical_value,0
Reasoning/models/organizational_value.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",165,.py,Reasoning.models.organizational_value,0
Reasoning/models/trend_value.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",144,.py,Reasoning.models.trend_value,0
Reasoning/primitives/assessment_registry.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",97,.py,Reasoning.primitives.assessment_registry,0
Reasoning/primitives/base_primitive.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",277,.py,Reasoning.primitives.base_primitive,0
Reasoning/primitives/confidence_engine.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",340,.py,Reasoning.primitives.confidence_engine,0
Reasoning/reasoning_object.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",217,.py,Reasoning.reasoning_object,0
Reasoning/reasoning_session.py,REASONING,ENTRYPOINT_OR_UNUSED_REVIEW,"Not imported by another internal module in static AST graph; may be entrypoint, dynamic import, or unused.",318,.py,Reasoning.reasoning_session,0
.gitignore,ROOT_OR_MISC,KEEP_ACTIVE,Active source/config/documentation candidate.,167,[none],,
Athena Studio.bat,ROOT_OR_MISC,KEEP_ACTIVE,Active source/config/documentation candidate.,208,.bat,,
Athena Studio.ps1,ROOT_OR_MISC,KEEP_ACTIVE,Active source/config/documentation candidate.,532,.ps1,,
Athena/__init__.py,ATHENA_PACKAGE,KEEP_ACTIVE,Active source/config/documentation candidate.,872,.py,Athena,55
CHANGELOG.md,DOC,KEEP_ACTIVE,Active source/config/documentation candidate.,7369,.md,,
CLEANUP_REPORT_20260621.md,DOC,KEEP_ACTIVE,Active source/config/documentation candidate.,883,.md,,
Clean Acceptance Pathway Residue.bat,ROOT_OR_MISC,KEEP_ACTIVE,Active source/config/documentation candidate.,81,.bat,,
Clean Athena Runtime.bat,ROOT_OR_MISC,KEEP_ACTIVE,Active source/config/documentation candidate.,746,.bat,,
Configuration/README.md,DOC,KEEP_ACTIVE,Active source/config/documentation candidate.,789,.md,,
Configuration/config.example.json,CONFIG,KEEP_ACTIVE,Active source/config/documentation candidate.,428,.json,,
Configuration/config.json,CONFIG,KEEP_ACTIVE,Active source/config/documentation candidate.,444,.json,,
Configuration/non_movable_assets.json,CONFIG,KEEP_ACTIVE,Active source/config/documentation candidate.,3,.json,,
Configuration/secrets.example.json,CONFIG,KEEP_ACTIVE,Active source/config/documentation candidate.,98,.json,,
Configuration/secrets.local.json,CONFIG,KEEP_ACTIVE,Active source/config/documentation candidate.,4849,.json,,
Configuration/workspace.json,CONFIG,KEEP_ACTIVE,Active source/config/documentation candidate.,405557,.json,,
Configuration/workspace_rules.json,CONFIG,KEEP_ACTIVE,Active source/config/documentation candidate.,677,.json,,
Core/__init__.py,CORE,KEEP_ACTIVE,Active source/config/documentation candidate.,18,.py,Core,202
Core/config.py,CORE,KEEP_ACTIVE,Active source/config/documentation candidate.,2825,.py,Core.config,13
Core/constants.py,CORE,KEEP_ACTIVE,Active source/config/documentation candidate.,756,.py,Core.constants,2
Core/credential_store.py,CORE,KEEP_ACTIVE,Active source/config/documentation candidate.,6713,.py,Core.credential_store,11
Core/json_utils.py,CORE,KEEP_ACTIVE,Active source/config/documentation candidate.,697,.py,Core.json_utils,87
Core/knowledge_builder.py,CORE,KEEP_ACTIVE,Active source/config/documentation candidate.,1422,.py,Core.knowledge_builder,1
Core/logger.py,CORE,KEEP_ACTIVE,Active source/config/documentation candidate.,302,.py,Core.logger,51
Core/project_paths.py,CORE,KEEP_ACTIVE,Active source/config/documentation candidate.,857,.py,Core.project_paths,86
Core/version.py,CORE,KEEP_ACTIVE,Active source/config/documentation candidate.,582,.py,Core.version,127
Engine/CrossDomain/__init__.py,ENGINE,KEEP_ACTIVE,Active source/config/documentation candidate.,384,.py,Engine.CrossDomain,8
Engine/CrossDomain/cross_domain_engine.py,ENGINE,KEEP_ACTIVE,Active source/config/documentation candidate.,3187,.py,Engine.CrossDomain.cross_domain_engine,6
